ID,Lugar,Etapa,Mes,Fecha,Dia,Hora,Usuario,ID_barrio,Barrio1,comuna,Estrato,Hora1,hora_r
7140,ESTABLECIMIENTO PUBLICO,INDAGACIÓN,abril,2020-04-21,martes,03:30:00,PONAL_WS,710.0,Las Ceibas,7,3,1900-01-01 03:30:00,4
7141,SIN INFORMACION,INDAGACIÓN,abril,2020-04-21,martes,05:30:00,PONAL_WS,503.0,Los Guayacanes,5,3,1900-01-01 05:30:00,6
7142,SIN INFORMACION,INDAGACIÓN,abril,2020-04-19,domingo,15:00:00,PONAL_WS,1404.0,Las Orquídeas,14,1,1900-01-01 15:00:00,15
7143,SIN INFORMACION,INDAGACIÓN,abril,2020-04-21,martes,12:00:00,PONAL_WS,1395.0,Los Lagos,13,2,1900-01-01 12:00:00,12
7144,SIN INFORMACION,INDAGACIÓN,abril,2020-04-21,martes,05:00:00,PONAL_WS,1604.0,Antonio Nariño,16,2,1900-01-01 05:00:00,5
7145,SIN INFORMACION,INDAGACIÓN,abril,2020-04-07,martes,14:26:00,PONAL_WS,599.0,Villa del Prado - El Guabito,5,3,1900-01-01 14:26:00,14
7146,SIN INFORMACION,INDAGACIÓN,abril,2020-04-21,martes,03:30:00,PONAL_WS,1110.0,El Prado,11,3,1900-01-01 03:30:00,4
7147,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-01,sábado,08:00:00,PONAL_WS,294.0,Vipasa,2,4,1900-01-01 08:00:00,8
7148,SIN INFORMACION,INDAGACIÓN,abril,2020-04-21,martes,16:30:00,PONAL_WS,1402.0,Alirio Mora Beltran,14,2,1900-01-01 16:30:00,16
7149,SIN INFORMACION,INDAGACIÓN,abril,2020-04-21,martes,16:00:00,PONAL_WS,909.0,Sucre,9,1,1900-01-01 16:00:00,16
7150,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-13,jueves,10:00:00,PONAL_WS,294.0,Vipasa,2,4,1900-01-01 10:00:00,10
7151,CENTRO COMERCIAL,INDAGACIÓN,abril,2020-04-11,sábado,15:00:00,PONAL_WS,1791.0,Unicentro Cali,17,5,1900-01-01 15:00:00,15
7152,SIN INFORMACION,INDAGACIÓN,marzo,2020-03-20,viernes,01:00:00,PONAL_WS,101.0,Terrón Colorado,1,2,1900-01-01 01:00:00,1
7153,SIN INFORMACION,INDAGACIÓN,abril,2020-04-15,miércoles,11:20:00,PONAL_WS,1504.0,Vallado,15,2,1900-01-01 11:20:00,11
7154,SIN INFORMACION,INDAGACIÓN,abril,2020-04-16,jueves,09:00:00,PONAL_WS,2107.0,Compartir,21,2,1900-01-01 09:00:00,9
7155,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,08:45:00,PONAL_WS,208.0,Versalles,2,5,1900-01-01 08:45:00,9
7156,SIN INFORMACION,INDAGACIÓN,abril,2020-04-21,martes,16:00:00,PONAL_WS,1121.0,San Benito,11,2,1900-01-01 16:00:00,16
7157,SIN INFORMACION,INDAGACIÓN,abril,2020-04-09,jueves,21:00:00,PONAL_WS,909.0,Sucre,9,1,1900-01-01 21:00:00,21
7158,SIN INFORMACION,INDAGACIÓN,abril,2020-04-20,lunes,16:30:00,PONAL_WS,1211.0,Sindical,12,3,1900-01-01 16:30:00,16
7159,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,07:00:00,PONAL_WS,502.0,Los Andes,5,3,1900-01-01 07:00:00,7
7160,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,10:00:00,PONAL_WS,1002.0,El Guabal,10,3,1900-01-01 10:00:00,10
7161,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,00:00:00,PONAL_WS,809.0,Industrial,8,2,1900-01-01 00:00:00,0
7162,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,04:00:00,PONAL_WS,1406.0,José Manuel Marroquín I,14,2,1900-01-01 04:00:00,4
7163,VIA PUBLICA,INDAGACIÓN,abril,2020-04-21,martes,14:00:00,JVILLARREALM1,3000.0,Rural,30,2,1900-01-01 14:00:00,14
7164,VIA PUBLICA,INVESTIGACIÓN,abril,2020-04-23,jueves,12:30:00,LCRUZB1,1498.0,Promociones Populares B,14,1,1900-01-01 12:30:00,12
7165,CENTRO COMERCIAL,INDAGACIÓN,abril,2020-04-23,jueves,14:35:00,LCRUZB1,294.0,Vipasa,2,4,1900-01-01 14:35:00,15
7166,VIA PUBLICA,JUICIO,abril,2020-04-23,jueves,12:30:00,MASALAZA,908.0,Belalcázar,9,3,1900-01-01 12:30:00,12
7167,SIN INFORMACION,QUERELLABLE,abril,2020-04-15,miércoles,06:30:00,F3LHURTADO,1697.0,Ciudad 2000,16,4,1900-01-01 06:30:00,6
7168,SIN INFORMACION,QUERELLABLE,abril,2020-04-22,miércoles,10:00:00,PONAL_WS,1599.0,El Morichal,15,2,1900-01-01 10:00:00,10
7169,SIN INFORMACION,INDAGACIÓN,abril,2020-04-14,martes,08:00:00,PONAL_WS,421.0,Calima,4,3,1900-01-01 08:00:00,8
7170,SIN INFORMACION,INDAGACIÓN,marzo,2020-03-25,miércoles,08:00:00,PONAL_WS,815.0,Villacolombia,8,3,1900-01-01 08:00:00,8
7171,LOCAL COMERCIAL,INDAGACIÓN,marzo,2020-03-16,lunes,14:30:00,PONAL_WS,701.0,Alfonso Lopez I,7,2,1900-01-01 14:30:00,14
7172,SIN INFORMACION,INDAGACIÓN,abril,2020-04-10,viernes,19:30:00,PONAL_WS,1909.0,Bellavista,19,2,1900-01-01 19:30:00,20
7173,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,13:30:00,PONAL_WS,1804.0,Meléndez,18,3,1900-01-01 13:30:00,14
7174,SIN INFORMACION,INDAGACIÓN,abril,2020-04-20,lunes,10:30:00,PONAL_WS,3000.0,Rural,30,2,1900-01-01 10:30:00,10
7175,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,10:30:00,PONAL_WS,404.0,Las Delicas,4,3,1900-01-01 10:30:00,10
7176,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,03:00:00,PONAL_WS,1910.0,San Fernando Viejo,19,5,1900-01-01 03:00:00,3
7177,SIN INFORMACION,INDAGACIÓN,abril,2020-04-19,domingo,02:00:00,PONAL_WS,1210.0,El Rodeo,12,2,1900-01-01 02:00:00,2
7178,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,05:00:00,PONAL_WS,1601.0,Mariano Ramos,16,2,1900-01-01 05:00:00,5
7179,SIN INFORMACION,INDAGACIÓN,marzo,2020-03-25,miércoles,15:40:00,PONAL_WS,1905.0,Eucaristico,19,4,1900-01-01 15:40:00,16
7180,SIN INFORMACION,INDAGACIÓN,abril,2020-04-19,domingo,05:30:00,PONAL_WS,1210.0,El Rodeo,12,2,1900-01-01 05:30:00,6
7181,SIN INFORMACION,INDAGACIÓN,marzo,2020-03-21,sábado,12:00:00,PONAL_WS,904.0,Guayaquil,9,3,1900-01-01 12:00:00,12
7182,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,08:30:00,PONAL_WS,1901.0,El Refugio,19,4,1900-01-01 08:30:00,8
7183,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,20:00:00,PONAL_WS,1913.0,El Cedro,19,4,1900-01-01 20:00:00,20
7184,EDIFICIO,INDAGACIÓN,abril,2020-04-17,viernes,14:00:00,PONAL_WS,807.0,Benjamín Herrera,8,3,1900-01-01 14:00:00,14
7185,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,11:30:00,PONAL_WS,1395.0,Los Lagos,13,2,1900-01-01 11:30:00,12
7186,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,17:30:00,LGUTIERREZ2,1496.0,Los Naranjos I,14,1,1900-01-01 17:30:00,18
7187,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,08:00:00,VLEON,3000.0,Rural,30,2,1900-01-01 08:00:00,8
7188,DOMICILIO,INDAGACIÓN,abril,2020-04-24,viernes,03:00:00,MASALAZA,1504.0,Vallado,15,2,1900-01-01 03:00:00,3
7189,VEHICULO,INDAGACIÓN,abril,2020-04-23,jueves,10:00:00,RRAMIREZA3,3000.0,Rural,30,2,1900-01-01 10:00:00,10
7190,VIA PUBLICA,INDAGACIÓN,abril,2020-04-23,jueves,07:00:00,ESAA,812.0,Atanasio Girardot,8,3,1900-01-01 07:00:00,7
7191,ZONA DE PARQUEO,INDAGACIÓN,abril,2020-04-23,jueves,19:05:00,JVILLARREALM1,598.0,Torres de Comfandi,5,3,1900-01-01 19:05:00,19
7192,DOMICILIO,INDAGACIÓN,abril,2020-04-22,miércoles,15:00:00,MORTIZP1,1780.0,El Ingenio,17,5,1900-01-01 15:00:00,15
7193,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,17:15:00,CSOGAMOSO,1002.0,El Guabal,10,3,1900-01-01 17:15:00,17
7194,SIN INFORMACION,QUERELLABLE,abril,2020-04-22,miércoles,11:00:00,PONAL_WS,908.0,Belalcázar,9,3,1900-01-01 11:00:00,11
7195,SIN INFORMACION,INDAGACIÓN,abril,2020-04-15,miércoles,08:00:00,PONAL_WS,3000.0,Rural,30,2,1900-01-01 08:00:00,8
7196,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,07:30:00,PONAL_WS,599.0,Villa del Prado - El Guabito,5,3,1900-01-01 07:30:00,8
7197,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,01:00:00,PONAL_WS,1017.0,San Judas Tadeo I,10,3,1900-01-01 01:00:00,1
7198,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,04:45:00,PONAL_WS,1301.0,Ulpiano Lloreda,13,2,1900-01-01 04:45:00,5
7199,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,12:30:00,PONAL_WS,207.0,Granada,2,4,1900-01-01 12:30:00,12
7200,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,15:30:00,PONAL_WS,1906.0,San Fernando Nuevo,19,4,1900-01-01 15:30:00,16
7201,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,12:00:00,PONAL_WS,1783.0,Ciudad Capri,17,5,1900-01-01 12:00:00,12
7202,SIN INFORMACION,QUERELLABLE,febrero,2020-02-28,viernes,21:00:00,PONAL_WS,294.0,Vipasa,2,4,1900-01-01 21:00:00,21
7203,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,18:00:00,PONAL_WS,1304.0,El Poblado II,13,2,1900-01-01 18:00:00,18
7204,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,17:30:00,PONAL_WS,1112.0,Prados de Oriente,11,3,1900-01-01 17:30:00,18
7205,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,12:00:00,PONAL_WS,1301.0,Ulpiano Lloreda,13,2,1900-01-01 12:00:00,12
7206,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,19:30:00,PONAL_WS,1992.0,Cañaveral,19,6,1900-01-01 19:30:00,20
7207,PARQUEADERO,INDAGACIÓN,abril,2020-04-23,jueves,20:00:00,PONAL_WS,598.0,Torres de Comfandi,5,3,1900-01-01 20:00:00,20
7208,SIN INFORMACION,INDAGACIÓN,abril,2020-04-07,martes,19:00:00,PONAL_WS,1599.0,El Morichal,15,2,1900-01-01 19:00:00,19
7209,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,10:00:00,PONAL_WS,708.0,Los Pinos,7,2,1900-01-01 10:00:00,10
7210,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,19:00:00,PONAL_WS,607.0,La Rivera I,6,2,1900-01-01 19:00:00,19
7211,SIN INFORMACION,INDAGACIÓN,abril,2020-04-15,miércoles,11:30:00,PONAL_WS,1815.0,El Jordán,18,2,1900-01-01 11:30:00,12
7212,SIN INFORMACION,INDAGACIÓN,abril,2020-04-24,viernes,03:30:00,PONAL_WS,1504.0,Vallado,15,2,1900-01-01 03:30:00,4
7213,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,10:40:00,PONAL_WS,2104.0,El Remanso,21,1,1900-01-01 10:40:00,11
7214,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,02:30:00,PONAL_WS,1774.0,Caney,17,4,1900-01-01 02:30:00,2
7215,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,06:00:00,PONAL_WS,210.0,Santa Mónica,2,5,1900-01-01 06:00:00,6
7216,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-11,martes,08:00:00,PONAL_WS,1775.0,Lili,17,4,1900-01-01 08:00:00,8
7217,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,22:00:00,PONAL_WS,1011.0,Barrio Departamental,10,4,1900-01-01 22:00:00,22
7218,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,12:30:00,PONAL_WS,1498.0,Promociones Populares B,14,1,1900-01-01 12:30:00,12
7219,OTRO,INDAGACIÓN,abril,2020-04-23,jueves,11:45:00,PONAL_WS,1501.0,El Retiro,15,1,1900-01-01 11:45:00,12
7220,VIA PUBLICA,INDAGACIÓN,abril,2020-04-24,viernes,17:00:00,ESAA,1904.0,Urbanización Tequendama,19,5,1900-01-01 17:00:00,17
7221,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,02:00:00,PONAL_WS,206.0,Centenario,2,5,1900-01-01 02:00:00,2
7222,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,11:30:00,PONAL_WS,1811.0,Lourdes,18,2,1900-01-01 11:30:00,12
7223,SIN INFORMACION,INDAGACIÓN,abril,2020-04-24,viernes,08:00:00,PONAL_WS,1401.0,Alfonso Bonilla Aragón,14,1,1900-01-01 08:00:00,8
7224,SIN INFORMACION,INDAGACIÓN,abril,2020-04-24,viernes,01:00:00,PONAL_WS,1911.0,Miraflores,19,4,1900-01-01 01:00:00,1
7225,SIN INFORMACION,INDAGACIÓN,abril,2020-04-24,viernes,09:00:00,PONAL_WS,418.0,Olaya Herrera,4,2,1900-01-01 09:00:00,9
7226,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,16:30:00,PONAL_WS,1504.0,Vallado,15,2,1900-01-01 16:30:00,16
7227,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,03:30:00,PONAL_WS,598.0,Torres de Comfandi,5,3,1900-01-01 03:30:00,4
7228,SIN INFORMACION,INDAGACIÓN,abril,2020-04-24,viernes,12:00:00,PONAL_WS,1781.0,Mayapan - Las Vegas,17,5,1900-01-01 12:00:00,12
7229,SIN INFORMACION,INDAGACIÓN,abril,2020-04-20,lunes,09:30:00,PONAL_WS,3000.0,Rural,30,2,1900-01-01 09:30:00,10
7230,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,19:00:00,PONAL_WS,1807.0,Francisco Eladio Ramírez,18,3,1900-01-01 19:00:00,19
7231,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,15:00:00,PONAL_WS,814.0,Chapinero,8,3,1900-01-01 15:00:00,15
7232,LOCAL COMERCIAL,INDAGACIÓN,marzo,2020-03-20,viernes,13:00:00,PONAL_WS,1780.0,El Ingenio,17,5,1900-01-01 13:00:00,13
7233,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,10:00:00,PONAL_WS,1774.0,Caney,17,4,1900-01-01 10:00:00,10
7234,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,21:06:00,PONAL_WS,1403.0,Manuela Beltran,14,1,1900-01-01 21:06:00,21
7235,PARQUEADERO,INDAGACIÓN,abril,2020-04-21,martes,15:10:00,PONAL_WS,219.0,Brisas de Los Álamos,2,3,1900-01-01 15:10:00,15
7236,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,21:00:00,PONAL_WS,1816.0,Cuarteles de Nápoles,18,2,1900-01-01 21:00:00,21
7237,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,19:00:00,PONAL_WS,1780.0,El Ingenio,17,5,1900-01-01 19:00:00,19
7238,SIN INFORMACION,INDAGACIÓN,abril,2020-04-24,viernes,03:30:00,PONAL_WS,403.0,Porvenir,4,2,1900-01-01 03:30:00,4
7239,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,20:00:00,PONAL_WS,706.0,Urbanización El Angel del Hogar,7,2,1900-01-01 20:00:00,20
7240,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,10:10:00,PONAL_WS,909.0,Sucre,9,1,1900-01-01 10:10:00,10
7241,SIN INFORMACION,INDAGACIÓN,abril,2020-04-10,viernes,17:00:00,PONAL_WS,208.0,Versalles,2,5,1900-01-01 17:00:00,17
7242,SIN INFORMACION,INDAGACIÓN,marzo,2020-03-29,domingo,04:00:00,PONAL_WS,1703.0,Ciudadela Comfandi,17,3,1900-01-01 04:00:00,4
7243,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,18:00:00,PONAL_WS,1598.0,Mojica,15,1,1900-01-01 18:00:00,18
7244,SIN INFORMACION,INDAGACIÓN,abril,2020-04-18,sábado,15:30:00,PONAL_WS,1598.0,Mojica,15,1,1900-01-01 15:30:00,16
7245,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,00:30:00,PONAL_WS,1504.0,Vallado,15,2,1900-01-01 00:30:00,0
7246,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,04:00:00,PONAL_WS,904.0,Guayaquil,9,3,1900-01-01 04:00:00,4
7247,SIN INFORMACION,INDAGACIÓN,abril,2020-04-24,viernes,17:00:00,PONAL_WS,1906.0,San Fernando Nuevo,19,4,1900-01-01 17:00:00,17
7248,VIA PUBLICA,INDAGACIÓN,abril,2020-04-25,sábado,10:00:00,ESAA,1502.0,Los Comuneros I Etapa,15,2,1900-01-01 10:00:00,10
7249,VIA PUBLICA,JUICIO,abril,2020-04-26,domingo,15:20:00,MASALAZA,314.0,El Piloto,3,2,1900-01-01 15:20:00,15
7250,SIN INFORMACION,INDAGACIÓN,abril,2020-04-14,martes,13:45:00,PONAL_WS,909.0,Sucre,9,1,1900-01-01 13:45:00,14
7251,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,10:00:00,PONAL_WS,1790.0,El Gran Limonar,17,5,1900-01-01 10:00:00,10
7252,SIN INFORMACION,INDAGACIÓN,abril,2020-04-12,domingo,04:00:00,PONAL_WS,909.0,Sucre,9,1,1900-01-01 04:00:00,4
7253,SIN INFORMACION,INDAGACIÓN,abril,2020-04-24,viernes,17:00:00,PONAL_WS,302.0,El Peñón,3,5,1900-01-01 17:00:00,17
7254,SIN INFORMACION,INDAGACIÓN,abril,2020-04-24,viernes,16:30:00,PONAL_WS,1113.0,Los Sauces,11,3,1900-01-01 16:30:00,16
7255,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,13:20:00,PONAL_WS,1310.0,Villa del Lago,13,3,1900-01-01 13:20:00,13
7256,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,13:00:00,PONAL_WS,1788.0,Bosques del Limonar,17,4,1900-01-01 13:00:00,13
7257,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,12:45:00,PONAL_WS,102.0,Vista Hermosa,1,1,1900-01-01 12:45:00,13
7258,SIN INFORMACION,INDAGACIÓN,abril,2020-04-24,viernes,21:00:00,PONAL_WS,1811.0,Lourdes,18,2,1900-01-01 21:00:00,21
7259,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,17:30:00,PONAL_WS,1917.0,El Mortiñal,19,2,1900-01-01 17:30:00,18
7260,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,10:30:00,PONAL_WS,1910.0,San Fernando Viejo,19,5,1900-01-01 10:30:00,10
7261,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,12:00:00,PONAL_WS,901.0,Alameda,9,3,1900-01-01 12:00:00,12
7262,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,21:30:00,PONAL_WS,3000.0,Rural,30,2,1900-01-01 21:30:00,22
7263,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,16:00:00,PONAL_WS,2103.0,Calimio Desepaz,21,1,1900-01-01 16:00:00,16
7264,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,07:30:00,PONAL_WS,1498.0,Promociones Populares B,14,1,1900-01-01 07:30:00,8
7265,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,12:30:00,PONAL_WS,1596.0,Ciudad Cordoba,15,3,1900-01-01 12:30:00,12
7266,SIN INFORMACION,INDAGACIÓN,abril,2020-04-23,jueves,20:00:00,PONAL_WS,810.0,El Troncal,8,3,1900-01-01 20:00:00,20
7267,SIN INFORMACION,INDAGACIÓN,abril,2020-04-24,viernes,15:00:00,PONAL_WS,2099.0,La Sultana,20,1,1900-01-01 15:00:00,15
7268,SIN INFORMACION,INDAGACIÓN,marzo,2020-03-28,sábado,06:00:00,PONAL_WS,308.0,La Merced,3,3,1900-01-01 06:00:00,6
7269,SIN INFORMACION,INDAGACIÓN,marzo,2020-03-23,lunes,23:30:00,PONAL_WS,2108.0,Ciudad Talanga,21,1,1900-01-01 23:30:00,0
7270,SIN INFORMACION,INDAGACIÓN,abril,2020-04-17,viernes,13:00:00,PONAL_WS,1014.0,Colseguros Andes,10,4,1900-01-01 13:00:00,13
7271,SIN INFORMACION,INDAGACIÓN,abril,2020-04-15,miércoles,01:00:00,PONAL_WS,2003.0,Siloé,20,1,1900-01-01 01:00:00,1
7272,VIA PUBLICA,INDAGACIÓN,abril,2020-04-27,lunes,15:45:00,MPEREZC5,1207.0,Nueva Floresta,12,3,1900-01-01 15:45:00,16
7273,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,11:30:00,PONAL_WS,1106.0,El Jardín,11,3,1900-01-01 11:30:00,12
7274,SIN INFORMACION,INDAGACIÓN,abril,2020-04-15,miércoles,20:00:00,PONAL_WS,1208.0,Julio Rincón,12,2,1900-01-01 20:00:00,20
7275,SIN INFORMACION,INDAGACIÓN,abril,2020-04-15,miércoles,11:30:00,PONAL_WS,1107.0,La Fortaleza,11,3,1900-01-01 11:30:00,12
7276,SIN INFORMACION,INDAGACIÓN,abril,2020-04-22,miércoles,11:30:00,PONAL_WS,1005.0,Las Acacias,10,3,1900-01-01 11:30:00,12
7277,SIN INFORMACION,INDAGACIÓN,marzo,2020-03-12,jueves,23:00:00,PONAL_WS,1784.0,La Hacienda,17,5,1900-01-01 23:00:00,23
7278,SIN INFORMACION,INDAGACIÓN,abril,2020-04-26,domingo,23:30:00,PONAL_WS,501.0,El Sena,5,3,1900-01-01 23:30:00,0
7279,SIN INFORMACION,INDAGACIÓN,marzo,2020-03-19,jueves,14:00:00,PONAL_WS,1697.0,Ciudad 2000,16,4,1900-01-01 14:00:00,14
7280,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,00:30:00,PONAL_WS,502.0,Los Andes,5,3,1900-01-01 00:30:00,0
7281,SIN INFORMACION,INDAGACIÓN,abril,2020-04-27,lunes,08:00:00,PONAL_WS,1002.0,El Guabal,10,3,1900-01-01 08:00:00,8
7282,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,12:00:00,PONAL_WS,602.0,Jorge Eliécer Gaitán,6,2,1900-01-01 12:00:00,12
7283,SIN INFORMACION,INDAGACIÓN,abril,2020-04-26,domingo,15:00:00,PONAL_WS,1210.0,El Rodeo,12,2,1900-01-01 15:00:00,15
7284,LOCAL COMERCIAL,INDAGACIÓN,abril,2020-04-26,domingo,01:00:00,PONAL_WS,1596.0,Ciudad Cordoba,15,3,1900-01-01 01:00:00,1
7285,SIN INFORMACION,INDAGACIÓN,abril,2020-04-20,lunes,10:00:00,PONAL_WS,307.0,Santa Rosa,3,3,1900-01-01 10:00:00,10
7286,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,14:30:00,PONAL_WS,1308.0,El Diamante,13,2,1900-01-01 14:30:00,14
7287,SIN INFORMACION,INDAGACIÓN,abril,2020-04-27,lunes,14:30:00,PONAL_WS,1908.0,Santa Isabel,19,5,1900-01-01 14:30:00,14
7288,SIN INFORMACION,INDAGACIÓN,abril,2020-04-27,lunes,15:30:00,PONAL_WS,1207.0,Nueva Floresta,12,3,1900-01-01 15:30:00,16
7289,SIN INFORMACION,INDAGACIÓN,febrero,2020-02-21,viernes,18:00:00,PONAL_WS,2201.0,Urbanización Ciudad Jardín,22,6,1900-01-01 18:00:00,18
7290,VIA PUBLICA,INVESTIGACIÓN,abril,2020-04-27,lunes,18:10:00,MASALAZA,706.0,Urbanización El Angel del Hogar,7,2,1900-01-01 18:10:00,18
7291,VIA PUBLICA,INDAGACIÓN,abril,2020-04-27,lunes,19:50:00,JVILLARREALM1,1813.0,Alférez Real,18,3,1900-01-01 19:50:00,20
7292,DOMICILIO,INDAGACIÓN,abril,2020-04-28,martes,10:50:00,GARANGOC1,1775.0,Lili,17,4,1900-01-01 10:50:00,11
7293,ESTABLECIMIENTO DE COMERCIO,INDAGACIÓN,abril,2020-04-23,jueves,15:00:00,JDURANH1,904.0,Guayaquil,9,3,1900-01-01 15:00:00,15
7294,SIN INFORMACION,INDAGACIÓN,marzo,2020-03-01,domingo,16:53:00,ALARA,1111.0,20 de Julio,11,3,1900-01-01 16:53:00,17
7295,SIN INFORMACION,INDAGACIÓN,abril,2020-04-27,lunes,14:00:00,HMUÑOZ1,2199.0,Planta de Tratamiento,21,1,1900-01-01 14:00:00,14
7296,SIN INFORMACION,INDAGACIÓN,abril,2020-04-27,lunes,10:30:00,PONAL_WS,1598.0,Mojica,15,1,1900-01-01 10:30:00,10
7297,SIN INFORMACION,INDAGACIÓN,abril,2020-04-27,lunes,04:30:00,PONAL_WS,817.0,La Base,8,3,1900-01-01 04:30:00,4
7298,SIN INFORMACION,INDAGACIÓN,abril,2020-04-25,sábado,22:30:00,PONAL_WS,1602.0,República de Israel,16,2,1900-01-01 22:30:00,22
7299,PARQUEADERO,INDAGACIÓN,abril,2020-04-22,miércoles,02:30:00,PONAL_WS,1784.0,La Hacienda,17,5,1900-01-01 02:30:00,2
7300,SIN INFORMACION,INDAGACIÓN,abril,2020-04-27,lunes,05:00:00,PONAL_WS,2108.0,Ciudad Talanga,21,1,1900-01-01 05:00:00,5
7301,SIN INFORMACION,INDAGACIÓN,abril,2020-04-20,lunes,03:00:00,PONAL_WS,1702.0,Primero de Mayo,17,4,1900-01-01 03:00:00,3
7302,SIN INFORMACION,INDAGACIÓN,abril,2020-04-27,lunes,10:30:00,PONAL_WS,216.0,Menga,2,6,1900-01-01 10:30:00,10
7303,SIN INFORMACION,INDAGACIÓN,abril,2020-04-24,viernes,11:00:00,PONAL_WS,2194.0,Villamercedes I - Villa Luz - Las Garzas,21,1,1900-01-01 11:00:00,11
7304,SIN INFORMACION,INDAGACIÓN,abril,2020-04-28,martes,06:00:00,PONAL_WS,1013.0,Panamericano,10,3,1900-01-01 06:00:00,6
7305,SIN INFORMACION,INDAGACIÓN,abril,2020-04-28,martes,06:30:00,PONAL_WS,1008.0,Olímpico,10,4,1900-01-01 06:30:00,6
7306,SIN INFORMACION,INDAGACIÓN,abril,2020-04-27,lunes,20:45:00,PONAL_WS,1783.0,Ciudad Capri,17,5,1900-01-01 20:45:00,21
7307,SIN INFORMACION,INDAGACIÓN,abril,2020-04-28,martes,05:00:00,PONAL_WS,504.0,Chiminangos II,5,3,1900-01-01 05:00:00,5
